family	task	label	positive_count	negative_count	test_size	random_seed	model	Accuracy	Balanced Accuracy	ROC AUC	F1 Score	Precision	Recall	Time Taken
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	XGBClassifier	0.9891304347826086	0.975	0.99375	0.9890285626417561	0.9892793329362716	0.9891304347826086	2.1511623859405518
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	GaussianNB	0.9456521739130435	0.9652777777777778	0.9652777777777777	0.947694018698085	0.9565217391304348	0.9456521739130435	0.05898928642272949
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	KNeighborsClassifier	0.967391304347826	0.961111111111111	0.9708333333333332	0.9676749549496104	0.968273408567346	0.967391304347826	0.06621050834655762
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	Perceptron	0.9565217391304348	0.9541666666666666	0.9965277777777778	0.9572507508821042	0.9591756070016939	0.9565217391304348	0.0689857006072998
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LGBMClassifier	0.9782608695652174	0.95	0.9888888888888888	0.9778376853390176	0.9788484136310224	0.9782608695652174	3.1339023113250732
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	RandomForestClassifier	0.9782608695652174	0.95	0.9774305555555555	0.9778376853390176	0.9788484136310224	0.9782608695652174	0.7530014514923096
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LinearDiscriminantAnalysis	0.9782608695652174	0.95	0.9479166666666666	0.9778376853390176	0.9788484136310224	0.9782608695652174	0.2273116111755371
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LogisticRegression	0.9782608695652174	0.95	0.9944444444444445	0.9778376853390176	0.9788484136310224	0.9782608695652174	0.17326140403747559
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	RidgeClassifierCV	0.9782608695652174	0.95	0.976388888888889	0.9778376853390176	0.9788484136310224	0.9782608695652174	0.12000131607055664
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	RidgeClassifier	0.9782608695652174	0.95	0.9743055555555554	0.9778376853390176	0.9788484136310224	0.9782608695652174	0.16298151016235352
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	NearestCentroid	0.9130434782608695	0.9444444444444444	0.9444444444444444	0.9177323103154306	0.9378881987577641	0.9130434782608695	0.09849023818969727
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LinearSVC	0.967391304347826	0.9430555555555555	0.9673611111111111	0.9670856879252682	0.9671170182752892	0.967391304347826	0.6346597671508789
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	PassiveAggressiveClassifier	0.967391304347826	0.9430555555555555	0.98125	0.9670856879252682	0.9671170182752892	0.967391304347826	0.10343718528747559
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	ExtraTreesClassifier	0.967391304347826	0.9430555555555555	0.9545138888888889	0.9670856879252682	0.9671170182752892	0.967391304347826	0.24771380424499512
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	BaggingClassifier	0.967391304347826	0.9430555555555555	0.9652777777777778	0.9670856879252682	0.9671170182752892	0.967391304347826	1.7376930713653564
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	AdaBoostClassifier	0.9565217391304348	0.9361111111111111	0.9909722222222223	0.9565217391304348	0.9565217391304348	0.9565217391304348	4.470794677734375
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	SGDClassifier	0.9565217391304348	0.9361111111111111	0.9944444444444445	0.9565217391304348	0.9565217391304348	0.9565217391304348	0.10557842254638672
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	SVC	0.9565217391304348	0.9180555555555556	0.98125	0.9556753706780351	0.9561953257605431	0.9565217391304348	0.09808921813964844
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	BernoulliNB	0.8913043478260869	0.9125	0.9402777777777778	0.8971653878942881	0.9178959627329192	0.8913043478260869	0.06832218170166016
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	ExtraTreeClassifier	0.9456521739130435	0.9111111111111111	0.9111111111111111	0.9451428132087802	0.9449547036143067	0.9456521739130435	0.05546402931213379
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	CalibratedClassifierCV	0.9565217391304348	0.9	0.9756944444444444	0.9546938242590417	0.9588100686498855	0.9565217391304348	2.4551146030426025
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	DecisionTreeClassifier	0.9239130434782609	0.8972222222222221	0.8972222222222223	0.9245748948824242	0.9255241594494502	0.9239130434782609	0.33342933654785156
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	QuadraticDiscriminantAnalysis	0.4891304347826087	0.6375	0.6375	0.512714655436209	0.7907474834011564	0.4891304347826087	0.1394200325012207
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LabelSpreading	0.8043478260869565	0.55		0.7351778656126483	0.8434782608695651	0.8043478260869565	0.10602998733520508
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	LabelPropagation	0.8043478260869565	0.55		0.7351778656126483	0.8434782608695651	0.8043478260869565	0.10600805282592773
BAHD	acceptor	acceptor_superclass::Phenolic acids (C6-C1)	78	288	0.25	1	DummyClassifier	0.782608695652174	0.5	0.5	0.6871686108165429	0.6124763705103969	0.782608695652174	0.054412841796875
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	KNeighborsClassifier	0.967391304347826	0.9029180695847363	0.9921436588103255	0.9667149335060777	0.9665694591728525	0.967391304347826	0.06471395492553711
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	PassiveAggressiveClassifier	0.967391304347826	0.9029180695847363	0.9865319865319865	0.9667149335060777	0.9665694591728525	0.967391304347826	0.15538930892944336
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	BernoulliNB	0.9130434782608695	0.8720538720538721	0.9090909090909092	0.9186317260065195	0.929305477131564	0.9130434782608695	0.0800619125366211
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	RidgeClassifierCV	0.967391304347826	0.8636363636363636	0.9820426487093153	0.9651133763261911	0.9685559006211181	0.967391304347826	0.4350423812866211
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LinearDiscriminantAnalysis	0.967391304347826	0.8636363636363636	0.9057239057239057	0.9651133763261911	0.9685559006211181	0.967391304347826	0.26424074172973633
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	RidgeClassifier	0.967391304347826	0.8636363636363636	0.9753086419753085	0.9651133763261911	0.9685559006211181	0.967391304347826	0.18453121185302734
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LinearSVC	0.9565217391304348	0.8574635241301908	0.9932659932659933	0.954612937433722	0.9548920318956987	0.9565217391304348	1.0393109321594238
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	NearestCentroid	0.8804347826086957	0.8535353535353536	0.8877665544332212	0.8921652077187213	0.916421856639248	0.8804347826086957	0.11913728713989258
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	Perceptron	0.9456521739130435	0.851290684624018	0.904601571268238	0.9445248891767963	0.9438759278897136	0.9456521739130435	0.12327790260314941
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	GaussianNB	0.9347826086956522	0.8451178451178452	0.8748597081930415	0.9347826086956522	0.9347826086956522	0.9347826086956522	0.06523275375366211
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	XGBClassifier	0.9565217391304348	0.8181818181818181	0.9943883277216611	0.9522146557243467	0.9585677749360614	0.9565217391304348	1.5811166763305664
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	SGDClassifier	0.9565217391304348	0.8181818181818181	0.8585858585858586	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.16305160522460938
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	SVC	0.9565217391304348	0.8181818181818181	0.9786756453423121	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.16672420501708984
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LogisticRegression	0.9565217391304348	0.8181818181818181	0.9842873176206508	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.2420654296875
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	AdaBoostClassifier	0.9456521739130435	0.8120089786756453	0.9898989898989898	0.9418556272103183	0.9431288819875776	0.9456521739130435	3.4976377487182617
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	RandomForestClassifier	0.9456521739130435	0.7727272727272727	0.9865319865319866	0.938473436758197	0.9488119312436806	0.9456521739130435	1.2149357795715332
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LGBMClassifier	0.9456521739130435	0.7727272727272727	0.994388327721661	0.938473436758197	0.9488119312436806	0.9456521739130435	2.5988383293151855
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	BaggingClassifier	0.9347826086956522	0.7665544332210998	0.9203142536475869	0.92832198358652	0.9311289733284618	0.9347826086956522	1.9249143600463867
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	QuadraticDiscriminantAnalysis	0.5652173913043478	0.7530864197530864	0.7530864197530864	0.6341940082312096	0.9062233589087809	0.5652173913043478	0.2897210121154785
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	ExtraTreeClassifier	0.9021739130434783	0.7480359147025814	0.7480359147025814	0.9001448005182335	0.8984888653234357	0.9021739130434783	0.05950117111206055
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	DecisionTreeClassifier	0.8695652173913043	0.7295173961840629	0.7295173961840629	0.8741847826086956	0.8798950086787182	0.8695652173913043	0.36121606826782227
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	CalibratedClassifierCV	0.9347826086956522	0.7272727272727273	0.9966329966329966	0.9237189440993789	0.93928035982009	0.9347826086956522	3.197688341140747
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	ExtraTreesClassifier	0.9239130434782609	0.6818181818181819	0.9943883277216611	0.9077351856616069	0.9299654150197627	0.9239130434782609	0.2566831111907959
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LabelSpreading	0.9130434782608695	0.6363636363636364		0.8902447935696017	0.9208597948216903	0.9130434782608695	0.10667777061462402
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	LabelPropagation	0.9130434782608695	0.6363636363636364		0.8902447935696017	0.9208597948216903	0.9130434782608695	0.10898947715759277
BAHD	acceptor	acceptor_superclass::Ornithine alkaloids	43	323	0.25	1	DummyClassifier	0.8804347826086957	0.5	0.5	0.8244533802462931	0.7751654064272211	0.8804347826086957	0.061159610748291016
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	BaggingClassifier	0.9456521739130435	0.8905723905723906	0.9646464646464648	0.9466648663246018	0.9480978260869565	0.9456521739130435	1.9748177528381348
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	PassiveAggressiveClassifier	0.9347826086956522	0.8843995510662177	0.920314253647587	0.9370923913043478	0.9409212141738282	0.9347826086956522	0.10060381889343262
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	DecisionTreeClassifier	0.9239130434782609	0.8782267115600448	0.920875420875421	0.9277604593929452	0.9347228858098423	0.9239130434782609	0.6292688846588135
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LinearSVC	0.9130434782608695	0.8720538720538721	0.9090909090909092	0.9186317260065195	0.929305477131564	0.9130434782608695	0.9106612205505371
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	Perceptron	0.9130434782608695	0.8720538720538721	0.8978675645342311	0.9186317260065195	0.929305477131564	0.9130434782608695	0.0721125602722168
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	KNeighborsClassifier	0.967391304347826	0.8636363636363636	0.9304152637485971	0.9651133763261911	0.9685559006211181	0.967391304347826	0.06505370140075684
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	NearestCentroid	0.967391304347826	0.8636363636363636	0.8333333333333334	0.9651133763261911	0.9685559006211181	0.967391304347826	0.0937345027923584
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LGBMClassifier	0.967391304347826	0.8636363636363636	0.9562289562289563	0.9651133763261911	0.9685559006211181	0.967391304347826	2.2555105686187744
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	XGBClassifier	0.967391304347826	0.8636363636363636	0.9854096520763187	0.9651133763261911	0.9685559006211181	0.967391304347826	2.657305955886841
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LogisticRegression	0.9565217391304348	0.8574635241301908	0.9046015712682379	0.954612937433722	0.9548920318956987	0.9565217391304348	0.17251324653625488
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	RidgeClassifierCV	0.9456521739130435	0.851290684624018	0.930415263748597	0.9445248891767963	0.9438759278897136	0.9456521739130435	0.15397906303405762
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	RidgeClassifier	0.9130434782608695	0.8327721661054994	0.9046015712682379	0.9161231884057971	0.9205791456754583	0.9130434782608695	0.0863957405090332
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LinearDiscriminantAnalysis	0.9021739130434783	0.8265993265993266	0.8967452300785633	0.9071205906480723	0.9148948877209747	0.9021739130434783	0.20242071151733398
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	SVC	0.9565217391304348	0.8181818181818181	0.9225589225589226	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.1363987922668457
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	BernoulliNB	0.9565217391304348	0.8181818181818181	0.8170594837261503	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.07460546493530273
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	ExtraTreesClassifier	0.9565217391304348	0.8181818181818181	0.9708193041526375	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.31325864791870117
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	GaussianNB	0.9565217391304348	0.8181818181818181	0.8204264870931538	0.9522146557243467	0.9585677749360614	0.9565217391304348	0.06103253364562988
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	SGDClassifier	0.9456521739130435	0.8120089786756453	0.9001122334455668	0.9418556272103183	0.9431288819875776	0.9456521739130435	0.09675288200378418
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	RandomForestClassifier	0.9456521739130435	0.7727272727272727	0.9719416386083053	0.938473436758197	0.9488119312436806	0.9456521739130435	0.8648204803466797
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	AdaBoostClassifier	0.9456521739130435	0.7727272727272727	0.9775533108866442	0.938473436758197	0.9488119312436806	0.9456521739130435	3.5387606620788574
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	ExtraTreeClassifier	0.8804347826086957	0.6571268237934904	0.6531986531986532	0.8720823798627002	0.8668478260869565	0.8804347826086957	0.07829976081848145
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	QuadraticDiscriminantAnalysis	0.2717391304347826	0.5864197530864197	0.5864197530864197	0.2890520145013241	0.8972965440356745	0.2717391304347826	0.15461397171020508
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LabelSpreading	0.8913043478260869	0.5454545454545454		0.8491742500842602	0.9032489249880554	0.8913043478260869	0.11140823364257812
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	LabelPropagation	0.8913043478260869	0.5454545454545454		0.8491742500842602	0.9032489249880554	0.8913043478260869	0.09610533714294434
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	CalibratedClassifierCV	0.8804347826086957	0.5	0.9214365881032548	0.8244533802462931	0.7751654064272211	0.8804347826086957	4.251781463623047
BAHD	acceptor	acceptor_superclass::Flavonoids	42	324	0.25	1	DummyClassifier	0.8804347826086957	0.5	0.5	0.8244533802462931	0.7751654064272211	0.8804347826086957	0.10324215888977051
BAHD	acceptor	acceptor_superclass::Phenylpropanoids (C6-C3)	40	326	0.25	1	ExtraTreeClassifier	0.8478260869565217	0.6951219512195121	0.6951219512195123	0.8586050724637682	0.8729893295110686	0.8478260869565217	0.06030988693237305
BAHD	acceptor	acceptor_superclass::Phenylpropanoids (C6-C3)	40	326	0.25	1	GaussianNB	0.8043478260869565	0.6707317073170731	0.6426829268292682	0.8272814142379359	0.8612743177960569	0.8043478260869565	0.059519290924072266
BAHD	acceptor	acceptor_superclass::Phenylpropanoids (C6-C3)	40	326	0.25	1	BernoulliNB	0.7717391304347826	0.6524390243902439	0.6628048780487805	0.8040315705524846	0.8544163531916134	0.7717391304347826	0.0696098804473877
BAHD	acceptor	acceptor_superclass::Phenylpropanoids (C6-C3)	40	326	0.25	1	NearestCentroid	0.7717391304347826	0.6524390243902439	0.6329268292682927	0.8040315705524846	0.8544163531916134	0.7717391304347826	0.09317326545715332
