fasta_id	label	score	score_minus_bias	residue_sum	residue_sum_plus_bias	abs_decomp_error	abs_sklearn_check_error
Aagr_HCT6_QPI70575.1	donor_type::aromatic	5.961970806121826	5.775867149233818	5.775866508483887	5.961970165371895	6.407499313354492e-07	4.9358814813160734e-08
Aagr_HCT6_QPI70575.1	donor_type::aliphatic	-9.378830909729004	-9.33012219518423	-9.330121994018555	-9.378830708563328	2.0116567611694336e-07	8.106997739787403e-09
Aagr_HFT-like_Aagr000038l.49.1	donor_type::aromatic	3.8116838932037354	3.6255802363157272	3.625580310821533	3.8116839677095413	7.450580596923828e-08	1.9376201976228913e-08
Aagr_HFT-like_Aagr000038l.49.1	donor_type::aliphatic	-6.016966342926025	-5.968257628381252	-5.968257904052734	-6.0169666185975075	2.7567148208618164e-07	4.873599301902232e-08
Abel_TS_WPF47615.1	donor_type::aromatic	1.2634685039520264	1.0773648470640182	1.0773651599884033	1.2634688168764114	3.129243850708008e-07	2.1814688944132854e-08
Abel_TS_WPF47615.1	donor_type::aliphatic	8.734888076782227	8.783596791327	8.783596992492676	8.734888277947903	2.0116567611694336e-07	2.269843335511723e-08
Achi_AT16_PSS01274.1	donor_type::aromatic	1.7443304061889648	1.5582267493009567	1.5582268238067627	1.7443304806947708	7.450580596923828e-08	4.700367250976001e-08
Achi_AT16_PSS01274.1	donor_type::aliphatic	4.964852809906006	5.013561524450779	5.013561248779297	4.964852534234524	2.7567148208618164e-07	3.950581994871527e-08
Achi_FHT_PSR89440.1	donor_type::aromatic	3.7382917404174805	3.5521880835294724	3.552187919616699	3.7382915765047073	1.6391277313232422e-07	6.728006063383418e-08
Achi_FHT_PSR89440.1	donor_type::aliphatic	-3.964287757873535	-3.915579043328762	-3.915578842163086	-3.964287556707859	2.0116567611694336e-07	5.529368474199714e-08
Aeri_AT9_AIC83789.1	donor_type::aromatic	2.155186414718628	1.9690827578306198	1.9690824747085571	2.1551861315965652	2.8312206268310547e-07	5.981104633789869e-08
Aeri_AT9_AIC83789.1	donor_type::aliphatic	2.7584331035614014	2.8071418181061745	2.8071420192718506	2.7584333047270775	2.0116567611694336e-07	5.709578942969529e-08
Aeuc_AAT1_BDW80083.1	donor_type::aromatic	-10.23833179473877	-10.424435451626778	-10.42443561553955	-10.238331958651543	1.6391277313232422e-07	1.0816258999568618e-07
Aeuc_AAT1_BDW80083.1	donor_type::aliphatic	12.788036346435547	12.83674506098032	12.836746215820312	12.78803750127554	1.1548399925231934e-06	3.62542884602135e-08
Aeuc_AAT2_BDW80089.1	donor_type::aromatic	-7.787947177886963	-7.974050834774971	-7.974050521850586	-7.787946864962578	3.129243850708008e-07	1.7400213714324764e-08
Aeuc_AAT2_BDW80089.1	donor_type::aliphatic	10.462368965148926	10.511077679693699	10.511077880859375	10.462369166314602	2.0116567611694336e-07	1.9850325827519555e-08
Aeuc_SAT2_BDW80080.1	donor_type::aromatic	-11.079537391662598	-11.265641048550606	-11.265640258789062	-11.079536601901054	7.897615432739258e-07	3.475558152388203e-08
Aeuc_SAT2_BDW80080.1	donor_type::aliphatic	12.316547393798828	12.365256108343601	12.365256309509277	12.316547594964504	2.0116567611694336e-07	1.3944104537699786e-08
Amem_AT7-3_WMQ79387.1	donor_type::aromatic	-5.619137763977051	-5.805241420865059	-5.805241584777832	-5.619137927889824	1.6391277313232422e-07	3.37925980531395e-08
Amem_AT7-3_WMQ79387.1	donor_type::aliphatic	3.168811798095703	3.2175205126404762	3.2175204753875732	3.1688117608428	3.725290298461914e-08	3.175805796118425e-08
Arac_HPT1_QAA12830.1	donor_type::aromatic	3.4528961181640625	3.2667924612760544	3.2667922973632812	3.4528959542512894	1.6391277313232422e-07	5.699646976609074e-09
Arac_HPT1_QAA12830.1	donor_type::aliphatic	-2.8867478370666504	-2.8380391225218773	-2.838038682937622	-2.886747397482395	4.3958425521850586e-07	6.12049548820437e-08
Asat_HCBT_BAC78635.1	donor_type::aromatic	5.3161797523498535	5.130076095461845	5.1300764083862305	5.316180065274239	3.129243850708008e-07	2.8956034014981924e-08
