model	num_labels_screened	mean_Accuracy	median_Accuracy	mean_Balanced Accuracy	median_Balanced Accuracy	mean_ROC AUC	median_ROC AUC	mean_F1 Score	median_F1 Score	mean_Time Taken	median_Time Taken
LGBMClassifier	2	0.8967391304347826	0.8967391304347826	0.8899189261031366	0.8899189261031366	0.9654522195640616	0.9654522195640616	0.895956733088024	0.895956733088024	2.69313907623291	2.69313907623291
CalibratedClassifierCV	2	0.8804347826086957	0.8804347826086957	0.8739755006202374	0.8739755006202374	0.9644844829877725	0.9644844829877725	0.879527470101222	0.879527470101222	1.7110403776168823	1.7110403776168823
LogisticRegression	2	0.8967391304347826	0.8967391304347826	0.895661660464292	0.895661660464292	0.964004075846181	0.964004075846181	0.8967564693371144	0.8967564693371144	0.13013625144958496	0.13013625144958496
LinearSVC	2	0.9021739130434783	0.9021739130434783	0.9032927963849017	0.9032927963849017	0.9603352604997342	0.9603352604997342	0.9023579647041501	0.9023579647041501	0.43859410285949707	0.43859410285949707
PassiveAggressiveClassifier	2	0.9076086956521738	0.9076086956521738	0.9088195552011341	0.9088195552011341	0.9584690102782207	0.9584690102782207	0.9077732758830432	0.9077732758830432	0.10429704189300537	0.10429704189300537
RandomForestClassifier	2	0.9021739130434783	0.9021739130434783	0.8977632686514265	0.8977632686514265	0.9569371068137515	0.9569371068137515	0.9017425810904072	0.9017425810904072	0.8202856779098511	0.8202856779098511
XGBClassifier	2	0.875	0.875	0.8708217038809144	0.8708217038809144	0.9553636695906432	0.9553636695906432	0.8746808527977377	0.8746808527977377	3.0721254348754883	3.0721254348754883
Perceptron	2	0.9021739130434783	0.9021739130434783	0.9062943026758816	0.9062943026758816	0.9538670698210172	0.9538670698210172	0.9025455447406545	0.9025455447406545	0.14931845664978027	0.14931845664978027
ExtraTreesClassifier	2	0.9076086956521738	0.9076086956521738	0.9038687311713628	0.9038687311713628	0.9525989057239057	0.9525989057239057	0.9073667777746953	0.9073667777746953	0.26088225841522217	0.26088225841522217
RidgeClassifierCV	2	0.9184782608695652	0.9184782608695652	0.919922913343966	0.919922913343966	0.9515744063441431	0.9515744063441431	0.9184506448332777	0.9184506448332777	0.1166830062866211	0.1166830062866211
RidgeClassifier	2	0.9076086956521738	0.9076086956521738	0.9085592769803297	0.9085592769803297	0.9506412812333864	0.9506412812333864	0.9076581687309033	0.9076581687309033	0.1311277151107788	0.1311277151107788
SGDClassifier	2	0.8641304347826086	0.8641304347826086	0.8610418881800461	0.8610418881800461	0.948727959418749	0.948727959418749	0.8639189740171508	0.8639189740171508	0.10573399066925049	0.10573399066925049
AdaBoostClassifier	2	0.8695652173913043	0.8695652173913043	0.8630355085947191	0.8630355085947191	0.9485327507531456	0.9485327507531456	0.8688253612870831	0.8688253612870831	4.5574586391448975	4.5574586391448975
SVC	2	0.8858695652173914	0.8858695652173914	0.8809227139819245	0.8809227139819245	0.9470153841041999	0.9470153841041999	0.8848813048930306	0.8848813048930306	0.11584830284118652	0.11584830284118652
BaggingClassifier	2	0.8913043478260869	0.8913043478260869	0.8887725943646996	0.8887725943646996	0.9408053949583555	0.9408053949583555	0.8911833754928078	0.8911833754928078	1.632894515991211	1.632894515991211
NuSVC	2	0.8695652173913044	0.8695652173913044	0.8679309542796385	0.8679309542796385	0.9344348086124401	0.9344348086124401	0.8692698111363484	0.8692698111363484	0.12773489952087402	0.12773489952087402
LinearDiscriminantAnalysis	2	0.9076086956521738	0.9076086956521738	0.9085592769803297	0.9085592769803297	0.9214271276360091	0.9214271276360091	0.9076581687309033	0.9076581687309033	0.21218574047088623	0.21218574047088623
KNeighborsClassifier	2	0.8423913043478262	0.8423913043478262	0.8357284467481836	0.8357284467481836	0.918933025429736	0.918933025429736	0.8415881728379797	0.8415881728379797	0.07103300094604492	0.07103300094604492
GaussianNB	2	0.8423913043478262	0.8423913043478262	0.8459983608009923	0.8459983608009923	0.8688350057593479	0.8688350057593479	0.8428207996577809	0.8428207996577809	0.061238765716552734	0.061238765716552734
NearestCentroid	2	0.8206521739130435	0.8206521739130435	0.822268740031898	0.822268740031898	0.8524028663831296	0.8524028663831296	0.8208966983554509	0.8208966983554509	0.09879577159881592	0.09879577159881592
BernoulliNB	2	0.8260869565217391	0.8260869565217391	0.8279505582137161	0.8279505582137161	0.8500977427786638	0.8500977427786638	0.826240765630041	0.826240765630041	0.06584811210632324	0.06584811210632324
DecisionTreeClassifier	2	0.8152173913043479	0.8152173913043479	0.816113437001595	0.816113437001595	0.816113437001595	0.816113437001595	0.8156372805031529	0.8156372805031529	0.3512634038925171	0.3512634038925171
ExtraTreeClassifier	2	0.8097826086956521	0.8097826086956521	0.8091662236399078	0.8091662236399078	0.8091662236399079	0.8091662236399079	0.8100777109297599	0.8100777109297599	0.055107712745666504	0.055107712745666504
QuadraticDiscriminantAnalysis	2	0.7336956521739131	0.7336956521739131	0.7616266835016835	0.7616266835016835	0.7616266835016835	0.7616266835016835	0.719831803843024	0.719831803843024	0.15937352180480957	0.15937352180480957
DummyClassifier	2	0.5543478260869565	0.5543478260869565	0.5	0.5	0.5	0.5	0.39597549561814	0.39597549561814	0.05367755889892578	0.05367755889892578
LabelPropagation	2	0.5706521739130435	0.5706521739130435	0.592645202020202	0.592645202020202			0.49490731597212423	0.49490731597212423	0.08750271797180176	0.08750271797180176
LabelSpreading	2	0.5706521739130435	0.5706521739130435	0.592645202020202	0.592645202020202			0.49490731597212423	0.49490731597212423	0.10422837734222412	0.10422837734222412
