fasta_id	label	score	score_minus_bias	residue_sum	residue_sum_plus_bias	abs_decomp_error	abs_sklearn_check_error
Aagr_HCT6_QPI70575.1	donor_type::aromatic	1.0603336095809937	0.9327094554901123	0.9327090978622437	1.060333251953125	3.5762786865234375e-07	1.7954153586074995e-07
Aagr_HCT6_QPI70575.1	donor_type::aliphatic	-1.1319570541381836	-1.0981101132929325	-1.0981113910675049	-1.131958331912756	1.2777745723724365e-06	3.309490277381144e-07
Aagr_HFT-like_Aagr000038l.49.1	donor_type::aromatic	0.8572549223899841	0.7296307682991028	0.7296251654624939	0.8572493195533752	5.602836608886719e-06	2.249276986887594e-08
Aagr_HFT-like_Aagr000038l.49.1	donor_type::aliphatic	-0.8499201536178589	-0.8160732127726078	-0.8160641193389893	-0.8499110601842403	9.093433618545532e-06	4.3573406660613045e-08
Abel_TS_WPF47615.1	donor_type::aromatic	-0.5663741230964661	-0.6939982771873474	-0.694004476070404	-0.5663803219795227	6.198883056640625e-06	1.8600936089185893e-06
Abel_TS_WPF47615.1	donor_type::aliphatic	1.1455495357513428	1.1793964765965939	1.1794078350067139	1.1455608941614628	1.1358410120010376e-05	6.379524677413428e-07
Achi_AT16_PSS01274.1	donor_type::aromatic	0.20708641409873962	0.07946226000785828	0.07947365939617157	0.20709781348705292	1.1399388313293457e-05	6.167380967037062e-08
Achi_AT16_PSS01274.1	donor_type::aliphatic	0.7281767725944519	0.762023713439703	0.7620221376419067	0.7281751967966557	1.5757977962493896e-06	1.6034358729655196e-08
Achi_FHT_PSR89440.1	donor_type::aromatic	0.6397043466567993	0.512080192565918	0.5120794177055359	0.6397035717964172	7.748603820800781e-07	1.1874109473453132e-06
Achi_FHT_PSR89440.1	donor_type::aliphatic	-0.7207086682319641	-0.686861727386713	-0.6868653297424316	-0.7207122705876827	3.602355718612671e-06	1.6727861766874241e-06
Aeri_AT9_AIC83789.1	donor_type::aromatic	0.19958090782165527	0.07195675373077393	0.07196444272994995	0.1995885968208313	7.68899917602539e-06	5.6083219235336657e-08
Aeri_AT9_AIC83789.1	donor_type::aliphatic	0.5194113254547119	0.553258266299963	0.5532533526420593	0.5194064117968082	4.913657903671265e-06	4.78656866365057e-08
Aeuc_AAT1_BDW80083.1	donor_type::aromatic	-0.9888273477554321	-1.1164515018463135	-1.1164392232894897	-0.9888150691986084	1.2278556823730469e-05	1.2110771541173904e-06
Aeuc_AAT1_BDW80083.1	donor_type::aliphatic	1.2535960674285889	1.28744300827384	1.2874259948730469	1.2535790540277958	1.701340079307556e-05	3.9123337725044394e-07
Aeuc_AAT2_BDW80089.1	donor_type::aromatic	-0.9217771291732788	-1.0494012832641602	-1.0493865013122559	-0.9217623472213745	1.4781951904296875e-05	4.950862508845688e-07
Aeuc_AAT2_BDW80089.1	donor_type::aliphatic	1.029618740081787	1.0634656809270382	1.063450574874878	1.0296036340296268	1.5106052160263062e-05	8.387875152227053e-07
Aeuc_SAT2_BDW80080.1	donor_type::aromatic	-0.8916024565696716	-1.019226610660553	-1.0192316770553589	-0.8916075229644775	5.066394805908203e-06	6.32362107122475e-07
Aeuc_SAT2_BDW80080.1	donor_type::aliphatic	0.9838734865188599	1.017720427364111	1.0177398920059204	0.9838929511606693	1.94646418094635e-05	2.907247018679726e-07
Amem_AT7-3_WMQ79387.1	donor_type::aromatic	-0.9234763979911804	-1.0511005520820618	-1.051090955734253	-0.9234668016433716	9.59634780883789e-06	1.6688746518056519e-07
Amem_AT7-3_WMQ79387.1	donor_type::aliphatic	0.6619531512260437	0.6958000920712948	0.6957930326461792	0.6619460918009281	7.059425115585327e-06	1.7222079762291287e-08
Arac_HPT1_QAA12830.1	donor_type::aromatic	0.7779359817504883	0.6503118276596069	0.6503087282180786	0.77793288230896	3.0994415283203125e-06	8.575468259941488e-07
Arac_HPT1_QAA12830.1	donor_type::aliphatic	-0.5910188555717468	-0.5571719147264957	-0.5571621656417847	-0.5910091064870358	9.749084711074829e-06	1.3335932833591357e-06
Asat_HCBT_BAC78635.1	donor_type::aromatic	1.0131511688232422	0.8855270147323608	0.8855317831039429	1.0131559371948242	4.76837158203125e-06	1.0503813201445666e-06
Asat_HCBT_BAC78635.1	donor_type::aliphatic	-0.9908410310745239	-0.9569940902292728	-0.9569973945617676	-0.9908443354070187	3.3043324947357178e-06	1.0211953558325604e-06
Asat_HHT1_BAC78633.1	donor_type::aromatic	0.9372883439064026	0.8096641898155212	0.8096755743026733	0.9372997283935547	1.138448715209961e-05	1.027468115033514e-06
Asat_HHT1_BAC78633.1	donor_type::aliphatic	-1.0004216432571411	-0.96657470241189	-0.9665825963020325	-1.0004295371472836	7.893890142440796e-06	5.061002017470173e-08
